City,AreaType,Sqft,Bedrooms,Bathrooms,Floor,NoofFloors,FurnishingStatus,TenantPreferred,PointofContact
mumbai,carpet,550,1,1,2.0,4.0,unfurnished,bachelors,agent
mumbai,carpet,2000,4,3,2.0,8.0,unfurnished,bachelors/family,agent
mumbai,carpet,1100,3,3,6.0,24.0,furnished,family,agent
mumbai,carpet,650,2,2,3.0,12.0,unfurnished,family,agent
mumbai,carpet,1050,2,2,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,850,3,3,6.0,7.0,unfurnished,bachelors,agent
mumbai,carpet,550,1,1,0.9,4.0,unfurnished,bachelors,agent
mumbai,carpet,750,2,2,5.0,8.0,furnished,bachelors/family,agent
mumbai,carpet,800,2,2,5.0,8.0,semi-furnished,bachelors/family,agent
mumbai,carpet,975,3,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1325,3,3,14.0,24.0,furnished,bachelors/family,agent
mumbai,super,700,2,2,3.0,6.0,semi-furnished,bachelors/family,owner
mumbai,carpet,700,2,2,3.0,8.0,furnished,family,agent
mumbai,carpet,305,1,1,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,850,2,2,14.0,10.0,unfurnished,bachelors/family,agent
mumbai,carpet,724,2,2,6.0,11.0,unfurnished,bachelors/family,agent
mumbai,carpet,650,2,2,5.0,7.0,unfurnished,family,agent
mumbai,carpet,700,2,2,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,785,2,2,4.0,7.0,furnished,bachelors/family,agent
mumbai,carpet,1016,4,3,3.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,380,1,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,475,1,1,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,444,1,2,14.0,11.0,unfurnished,bachelors,agent
mumbai,carpet,640,2,2,6.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,320,1,1,14.0,24.0,unfurnished,bachelors/family,owner
mumbai,carpet,1100,3,3,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,1500,4,3,5.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,650,2,2,6.0,8.0,semi-furnished,bachelors/family,agent
mumbai,carpet,508,1,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,2000,4,3,2.0,10.0,furnished,bachelors/family,agent
mumbai,carpet,720,2,2,0.5,24.0,unfurnished,bachelors,agent
mumbai,super,750,2,2,0.9,5.0,unfurnished,bachelors/family,owner
mumbai,carpet,430,1,1,2.0,3.0,unfurnished,family,agent
mumbai,carpet,623,2,2,6.0,7.0,unfurnished,family,agent
mumbai,carpet,1358,3,3,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,1000,3,3,4.0,11.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1255,3,3,14.0,24.0,furnished,bachelors/family,owner
mumbai,carpet,450,1,2,5.0,8.0,furnished,family,agent
mumbai,carpet,650,2,2,3.0,7.0,furnished,bachelors/family,agent
mumbai,carpet,955,2,2,14.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,700,2,2,0.5,24.0,unfurnished,bachelors/family,agent
mumbai,super,1915,3,3,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,625,2,2,6.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,2000,4,3,14.0,8.0,furnished,family,agent
mumbai,carpet,870,2,2,5.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,1300,3,3,4.0,12.0,semi-furnished,bachelors/family,agent
mumbai,carpet,750,2,2,2.0,8.0,unfurnished,family,agent
mumbai,super,750,2,2,2.0,8.0,furnished,bachelors,owner
mumbai,carpet,550,2,2,3.0,9.0,furnished,bachelors/family,agent
mumbai,carpet,1250,4,3,2.0,7.0,furnished,family,agent
mumbai,carpet,1400,3,3,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,1330,3,3,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,1000,3,3,5.0,10.0,semi-furnished,bachelors/family,agent
mumbai,carpet,770,2,2,4.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,800,2,2,3.0,7.0,unfurnished,family,agent
mumbai,carpet,1691,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,550,1,2,14.0,24.0,furnished,bachelors,agent
mumbai,carpet,800,2,2,14.0,24.0,unfurnished,family,agent
mumbai,carpet,615,2,2,6.0,24.0,unfurnished,family,agent
mumbai,carpet,663,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,400,1,1,3.0,4.0,semi-furnished,bachelors/family,owner
mumbai,carpet,625,2,2,14.0,24.0,furnished,bachelors,agent
mumbai,carpet,1432,4,3,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,425,1,1,3.0,5.0,unfurnished,bachelors,agent
mumbai,carpet,649,2,2,5.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,905,2,2,14.0,24.0,unfurnished,bachelors,agent
mumbai,super,882,2,2,14.0,24.0,unfurnished,bachelors,owner
mumbai,carpet,1200,3,3,4.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,736,2,2,14.0,24.0,unfurnished,family,agent
mumbai,carpet,1710,3,3,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,225,1,1,3.0,6.0,unfurnished,bachelors,owner
mumbai,carpet,720,2,2,0.5,24.0,unfurnished,bachelors/family,agent
mumbai,super,555,1,1,6.0,7.0,unfurnished,bachelors,owner
mumbai,super,415,1,1,2.0,7.0,unfurnished,bachelors/family,owner
mumbai,carpet,649,2,2,4.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,1000,3,2,3.0,3.0,furnished,bachelors,agent
mumbai,carpet,1300,2,2,0.5,10.0,furnished,bachelors/family,agent
mumbai,super,1065,2,2,14.0,24.0,furnished,bachelors/family,owner
mumbai,carpet,854,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1200,3,3,5.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,500,1,1,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,906,3,3,14.0,10.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1800,3,3,14.0,11.0,furnished,bachelors/family,agent
mumbai,carpet,500,2,1,1.0,3.0,furnished,bachelors/family,owner
mumbai,super,450,1,1,2.0,7.0,unfurnished,bachelors/family,owner
mumbai,carpet,1130,3,3,3.0,7.0,semi-furnished,bachelors/family,agent
mumbai,super,495,1,2,5.0,7.0,furnished,bachelors/family,owner
mumbai,super,407,1,2,5.0,24.0,unfurnished,bachelors/family,owner
mumbai,carpet,1092,3,3,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,610,2,2,14.0,24.0,unfurnished,family,agent
mumbai,super,500,1,2,14.0,24.0,furnished,bachelors/family,owner
mumbai,carpet,750,2,2,4.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,750,2,2,6.0,24.0,furnished,bachelors,agent
mumbai,carpet,850,2,2,6.0,10.0,furnished,bachelors/family,agent
mumbai,carpet,350,1,1,5.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,300,1,1,2.0,12.0,semi-furnished,bachelors/family,agent
mumbai,carpet,695,1,2,2.0,7.0,furnished,bachelors/family,agent
mumbai,carpet,415,1,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,450,1,2,3.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,850,3,3,14.0,24.0,unfurnished,family,agent
mumbai,carpet,700,2,2,14.0,10.0,furnished,bachelors/family,agent
mumbai,carpet,1800,3,3,14.0,11.0,furnished,family,agent
mumbai,carpet,669,2,2,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,325,1,1,14.0,24.0,unfurnished,family,agent
mumbai,super,600,1,1,5.0,6.0,furnished,bachelors/family,owner
mumbai,carpet,725,2,2,0.5,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,750,2,2,5.0,9.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1050,3,3,14.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,600,2,2,14.0,24.0,unfurnished,bachelors/family,owner
mumbai,carpet,1110,3,3,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,650,2,2,14.0,24.0,unfurnished,family,agent
mumbai,carpet,1100,3,3,14.0,10.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1110,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,999,3,2,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,1000,3,3,2.0,4.0,furnished,bachelors/family,agent
mumbai,carpet,1256,3,3,14.0,24.0,furnished,family,agent
mumbai,carpet,750,2,2,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,889,3,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,385,1,1,6.0,24.0,unfurnished,family,agent
mumbai,carpet,1454,4,3,5.0,7.0,unfurnished,bachelors/family,agent
mumbai,carpet,480,1,2,1.0,7.0,semi-furnished,family,agent
mumbai,carpet,660,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1600,3,3,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,434,1,2,5.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1121,3,3,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,super,620,1,2,6.0,8.0,semi-furnished,bachelors/family,owner
mumbai,carpet,937,3,2,14.0,24.0,furnished,family,agent
mumbai,carpet,470,1,2,6.0,7.0,semi-furnished,bachelors/family,agent
mumbai,carpet,410,1,1,2.0,7.0,unfurnished,family,agent
mumbai,carpet,850,3,3,5.0,7.0,unfurnished,family,agent
mumbai,carpet,1500,3,3,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,888,2,2,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,380,1,2,3.0,7.0,unfurnished,bachelors,owner
mumbai,carpet,360,1,1,4.0,24.0,unfurnished,bachelors/family,agent
mumbai,super,565,1,2,1.0,8.0,furnished,bachelors/family,owner
mumbai,super,2000,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1358,4,3,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,450,1,2,14.0,24.0,unfurnished,family,agent
mumbai,carpet,1300,3,3,6.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,600,2,2,4.0,8.0,furnished,family,agent
mumbai,super,900,2,3,0.9,4.0,semi-furnished,bachelors/family,owner
mumbai,carpet,379,1,1,14.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,805,2,3,14.0,24.0,semi-furnished,family,agent
mumbai,super,650,1,2,3.0,8.0,furnished,bachelors/family,owner
mumbai,super,500,1,2,14.0,10.0,semi-furnished,bachelors/family,owner
mumbai,carpet,480,1,2,5.0,7.0,furnished,family,agent
mumbai,super,550,2,2,1.0,7.0,semi-furnished,bachelors/family,owner
mumbai,carpet,1600,3,3,5.0,12.0,furnished,bachelors/family,agent
mumbai,carpet,1400,3,2,4.0,24.0,semi-furnished,family,agent
mumbai,carpet,1500,3,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1050,3,3,3.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,920,3,3,4.0,24.0,unfurnished,family,agent
mumbai,carpet,450,1,1,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,440,1,1,0.9,4.0,semi-furnished,bachelors,agent
mumbai,super,932,3,3,3.0,8.0,unfurnished,bachelors/family,owner
mumbai,carpet,270,1,2,14.0,24.0,unfurnished,bachelors,owner
mumbai,carpet,379,1,2,14.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,582,2,2,5.0,8.0,furnished,family,owner
mumbai,carpet,800,2,2,6.0,8.0,semi-furnished,bachelors/family,agent
mumbai,carpet,444,1,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,428,1,1,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,888,2,2,5.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,490,1,1,0.9,8.0,unfurnished,bachelors/family,owner
mumbai,carpet,937,3,3,14.0,24.0,unfurnished,family,agent
mumbai,carpet,710,2,2,14.0,24.0,unfurnished,family,agent
mumbai,carpet,1617,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,836,2,2,6.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,1200,2,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,950,2,2,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,460,1,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,585,1,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,550,2,2,2.0,7.0,furnished,family,agent
mumbai,carpet,375,1,1,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,700,2,2,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,2000,4,3,6.0,24.0,furnished,family,agent
mumbai,carpet,2046,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,750,2,2,3.0,7.0,semi-furnished,bachelors/family,owner
mumbai,carpet,730,2,2,5.0,24.0,unfurnished,family,agent
mumbai,super,229,1,1,5.0,9.0,semi-furnished,bachelors/family,owner
mumbai,carpet,910,2,2,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,1648,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1100,3,3,14.0,24.0,unfurnished,family,agent
mumbai,carpet,560,1,2,2.0,4.0,unfurnished,bachelors,agent
mumbai,carpet,850,2,2,4.0,6.0,unfurnished,bachelors/family,agent
mumbai,super,450,1,1,2.0,4.0,unfurnished,family,owner
mumbai,carpet,820,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,410,1,1,4.0,7.0,unfurnished,bachelors/family,agent
mumbai,carpet,490,1,2,14.0,24.0,unfurnished,bachelors/family,owner
mumbai,carpet,700,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,2000,3,3,14.0,10.0,semi-furnished,bachelors/family,agent
mumbai,carpet,560,1,1,1.0,7.0,furnished,bachelors/family,agent
mumbai,carpet,650,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,super,520,1,1,2.0,3.0,semi-furnished,bachelors/family,owner
mumbai,carpet,850,2,2,14.0,12.0,unfurnished,bachelors/family,agent
mumbai,carpet,771,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,400,1,1,3.0,7.0,unfurnished,bachelors/family,agent
mumbai,carpet,600,2,2,14.0,7.0,furnished,family,agent
mumbai,carpet,390,1,2,0.5,7.0,semi-furnished,bachelors/family,agent
mumbai,carpet,2000,4,3,2.0,4.0,furnished,bachelors/family,agent
mumbai,carpet,450,1,2,5.0,12.0,furnished,bachelors/family,agent
mumbai,super,500,1,2,14.0,24.0,semi-furnished,bachelors/family,owner
mumbai,carpet,410,1,1,6.0,12.0,semi-furnished,bachelors/family,agent
mumbai,carpet,160,1,1,2.0,3.0,unfurnished,bachelors/family,owner
mumbai,super,585,1,2,3.0,7.0,unfurnished,family,agent
mumbai,carpet,350,1,1,2.0,24.0,furnished,bachelors/family,owner
mumbai,super,490,1,2,3.0,7.0,semi-furnished,bachelors/family,owner
mumbai,carpet,650,2,2,5.0,24.0,unfurnished,family,agent
mumbai,carpet,225,1,1,6.0,24.0,unfurnished,bachelors/family,owner
mumbai,carpet,850,2,2,5.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,385,1,1,0.9,5.0,unfurnished,bachelors/family,owner
mumbai,carpet,800,2,2,2.0,7.0,unfurnished,family,agent
mumbai,carpet,2000,4,3,5.0,12.0,furnished,bachelors/family,agent
mumbai,carpet,1526,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,300,1,1,3.0,10.0,unfurnished,bachelors/family,owner
mumbai,super,1800,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,890,3,2,14.0,24.0,furnished,family,agent
mumbai,super,465,1,1,3.0,4.0,semi-furnished,bachelors,owner
mumbai,carpet,900,2,2,14.0,24.0,furnished,family,agent
mumbai,carpet,1073,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,450,1,1,4.0,7.0,unfurnished,bachelors/family,owner
mumbai,carpet,800,2,2,5.0,8.0,furnished,bachelors/family,agent
mumbai,carpet,600,2,2,4.0,7.0,unfurnished,bachelors,agent
mumbai,carpet,650,2,2,5.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,550,2,2,3.0,3.0,furnished,bachelors,agent
mumbai,carpet,840,1,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,1121,3,2,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,650,2,2,2.0,12.0,unfurnished,bachelors/family,agent
mumbai,super,575,1,1,14.0,24.0,unfurnished,bachelors/family,owner
mumbai,super,475,1,1,3.0,4.0,furnished,bachelors/family,owner
mumbai,carpet,830,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1337,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,420,1,2,5.0,7.0,semi-furnished,bachelors/family,agent
mumbai,carpet,310,1,1,0.9,7.0,unfurnished,bachelors,agent
mumbai,carpet,1800,3,3,2.0,12.0,furnished,family,agent
mumbai,carpet,967,3,3,14.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,505,1,1,4.0,12.0,semi-furnished,bachelors/family,agent
mumbai,super,275,1,1,3.0,7.0,unfurnished,bachelors/family,owner
mumbai,carpet,640,2,2,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,1500,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,900,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,430,1,2,6.0,7.0,furnished,bachelors/family,agent
mumbai,carpet,1649,4,3,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,680,2,2,5.0,24.0,unfurnished,family,agent
mumbai,carpet,600,2,2,5.0,7.0,semi-furnished,bachelors,owner
mumbai,carpet,1560,4,3,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,2000,3,3,14.0,24.0,furnished,bachelors,agent
mumbai,super,800,2,2,5.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,1425,3,3,14.0,24.0,furnished,bachelors,agent
mumbai,carpet,1750,4,3,5.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,475,1,2,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,2000,4,3,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,1375,3,3,14.0,24.0,semi-furnished,family,agent
mumbai,super,650,1,1,1.0,3.0,semi-furnished,bachelors/family,owner
mumbai,super,649,1,1,3.0,3.0,unfurnished,bachelors/family,owner
mumbai,carpet,950,2,2,2.0,8.0,furnished,bachelors,agent
mumbai,carpet,225,1,1,14.0,7.0,unfurnished,family,owner
mumbai,carpet,1000,2,2,6.0,10.0,furnished,bachelors/family,agent
mumbai,carpet,330,1,1,14.0,24.0,furnished,family,agent
mumbai,carpet,1270,3,3,14.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,920,3,3,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,630,2,2,4.0,24.0,unfurnished,family,agent
mumbai,carpet,670,2,2,4.0,12.0,furnished,family,agent
mumbai,super,450,1,1,1.0,5.0,furnished,bachelors/family,owner
mumbai,super,265,1,1,6.0,7.0,unfurnished,bachelors/family,owner
mumbai,carpet,600,2,2,14.0,11.0,semi-furnished,bachelors/family,agent
mumbai,carpet,670,2,2,14.0,7.0,unfurnished,family,owner
mumbai,carpet,422,1,2,14.0,24.0,semi-furnished,family,agent
mumbai,carpet,955,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,1100,3,3,6.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,300,1,1,3.0,4.0,unfurnished,bachelors,owner
mumbai,carpet,900,2,2,5.0,24.0,semi-furnished,bachelors/family,owner
mumbai,carpet,785,2,2,2.0,7.0,unfurnished,bachelors,agent
mumbai,carpet,1350,3,3,14.0,24.0,furnished,family,agent
mumbai,carpet,400,1,1,14.0,24.0,unfurnished,bachelors,agent
mumbai,carpet,800,2,3,14.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,895,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,625,1,1,14.0,12.0,semi-furnished,bachelors/family,owner
mumbai,carpet,720,2,2,5.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,750,2,2,4.0,24.0,furnished,bachelors/family,agent
mumbai,carpet,1663,3,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,660,2,2,0.9,6.0,semi-furnished,bachelors/family,agent
mumbai,carpet,700,2,2,0.9,7.0,furnished,bachelors/family,agent
mumbai,super,377,1,2,3.0,24.0,unfurnished,bachelors/family,owner
mumbai,carpet,650,2,2,5.0,6.0,semi-furnished,family,agent
mumbai,carpet,650,2,2,5.0,7.0,unfurnished,bachelors/family,agent
mumbai,carpet,2080,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,700,2,2,2.0,8.0,semi-furnished,bachelors/family,owner
mumbai,carpet,430,1,1,1.0,7.0,furnished,bachelors/family,agent
mumbai,carpet,890,3,2,4.0,24.0,furnished,bachelors/family,agent
mumbai,super,965,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,super,630,1,2,3.0,12.0,semi-furnished,bachelors/family,agent
mumbai,carpet,2100,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1100,3,3,14.0,24.0,furnished,family,agent
mumbai,carpet,730,2,2,4.0,6.0,semi-furnished,bachelors/family,owner
mumbai,carpet,1380,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1100,3,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,450,1,1,5.0,7.0,semi-furnished,bachelors,agent
mumbai,super,500,1,1,3.0,4.0,unfurnished,bachelors/family,owner
mumbai,carpet,1100,3,3,14.0,24.0,semi-furnished,bachelors,agent
mumbai,carpet,868,3,3,14.0,24.0,unfurnished,family,agent
mumbai,carpet,750,2,2,6.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,540,1,2,2.0,3.0,unfurnished,bachelors/family,owner
mumbai,carpet,2100,4,3,14.0,24.0,furnished,family,agent
mumbai,carpet,450,1,2,4.0,7.0,semi-furnished,family,agent
mumbai,super,560,1,2,3.0,7.0,semi-furnished,bachelors,owner
mumbai,carpet,500,1,1,2.0,3.0,unfurnished,bachelors,agent
mumbai,carpet,305,1,1,2.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,970,3,2,1.0,3.0,furnished,bachelors/family,owner
mumbai,carpet,480,1,1,4.0,4.0,unfurnished,bachelors/family,owner
mumbai,carpet,720,2,2,1.0,6.0,semi-furnished,bachelors/family,agent
mumbai,carpet,950,2,2,14.0,10.0,semi-furnished,family,agent
mumbai,carpet,1450,3,3,14.0,24.0,furnished,family,agent
mumbai,carpet,774,2,2,14.0,24.0,semi-furnished,family,agent
mumbai,super,450,1,1,2.0,3.0,unfurnished,family,agent
mumbai,carpet,1000,3,3,1.0,10.0,semi-furnished,bachelors,agent
mumbai,super,340,1,1,1.0,8.0,semi-furnished,bachelors/family,owner
mumbai,carpet,430,1,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,722,2,2,4.0,7.0,unfurnished,bachelors/family,agent
mumbai,carpet,1152,3,2,14.0,24.0,furnished,bachelors/family,agent
mumbai,super,641,1,1,3.0,8.0,unfurnished,bachelors/family,owner
mumbai,carpet,810,2,2,4.0,11.0,furnished,bachelors/family,agent
mumbai,carpet,800,2,2,5.0,6.0,furnished,family,agent
mumbai,carpet,875,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,super,700,2,2,14.0,24.0,unfurnished,family,owner
mumbai,super,420,1,1,0.9,3.0,semi-furnished,bachelors/family,owner
mumbai,carpet,1400,3,3,1.0,2.0,furnished,bachelors/family,owner
mumbai,carpet,758,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,480,1,2,14.0,7.0,furnished,bachelors/family,agent
mumbai,carpet,550,1,2,6.0,10.0,unfurnished,bachelors,agent
mumbai,super,400,1,1,14.0,24.0,unfurnished,bachelors/family,owner
mumbai,carpet,760,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,400,1,1,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1962,4,3,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,carpet,1100,3,3,6.0,12.0,semi-furnished,bachelors/family,agent
mumbai,super,800,2,2,1.0,3.0,semi-furnished,bachelors/family,owner
mumbai,carpet,590,2,2,14.0,12.0,unfurnished,family,agent
mumbai,carpet,670,2,2,14.0,24.0,unfurnished,bachelors/family,agent
mumbai,carpet,960,2,2,14.0,24.0,semi-furnished,bachelors/family,agent
mumbai,super,1500,2,3,4.0,4.0,semi-furnished,bachelors/family,owner
mumbai,super,500,1,1,1.0,5.0,semi-furnished,bachelors/family,owner
mumbai,carpet,1120,3,2,14.0,24.0,furnished,family,agent
mumbai,carpet,2000,4,3,14.0,24.0,semi-furnished,bachelors,agent
bangalore,carpet,2000,3,3,0.9,24.0,furnished,bachelors/family,agent
bangalore,super,800,2,2,3.0,4.0,semi-furnished,bachelors/family,owner
bangalore,super,1000,2,2,0.9,4.0,semi-furnished,bachelors/family,owner
bangalore,super,1040,2,2,4.0,4.0,furnished,bachelors/family,owner
bangalore,super,1403,3,3,1.0,4.0,semi-furnished,bachelors/family,owner
bangalore,super,600,2,1,3.0,4.0,furnished,bachelors/family,owner
bangalore,carpet,2000,4,3,1.0,4.0,semi-furnished,bachelors,agent
bangalore,carpet,850,2,2,1.0,3.0,semi-furnished,family,agent
bangalore,super,400,1,1,1.0,2.0,unfurnished,bachelors/family,owner
bangalore,super,1000,2,2,3.0,4.0,semi-furnished,bachelors/family,owner
bangalore,carpet,1350,3,3,5.0,24.0,semi-furnished,bachelors,owner
bangalore,carpet,800,2,2,1.0,2.0,semi-furnished,bachelors/family,owner
bangalore,super,350,1,1,3.0,3.0,semi-furnished,bachelors/family,owner
bangalore,super,900,1,1,0.9,2.0,semi-furnished,bachelors/family,owner
bangalore,carpet,2000,3,3,1.0,2.0,semi-furnished,bachelors/family,agent
bangalore,super,700,2,2,1.0,4.0,semi-furnished,bachelors/family,owner
bangalore,super,600,1,1,1.0,4.0,semi-furnished,bachelors/family,owner
bangalore,carpet,700,2,1,0.9,1.0,semi-furnished,bachelors/family,owner
bangalore,super,600,1,1,2.0,4.0,semi-furnished,bachelors,agent
bangalore,super,1400,2,3,0.9,1.0,furnished,bachelors/family,owner
bangalore,super,600,1,1,0.9,3.0,unfurnished,bachelors/family,owner
bangalore,super,770,2,2,14.0,24.0,furnished,bachelors/family,owner
bangalore,carpet,900,2,2,1.0,2.0,semi-furnished,family,owner
bangalore,super,500,1,1,0.9,3.0,furnished,bachelors/family,owner
bangalore,super,1100,2,2,1.0,2.0,unfurnished,bachelors/family,owner
bangalore,super,500,1,1,1.0,2.0,semi-furnished,bachelors/family,owner
bangalore,super,1260,3,3,0.9,2.0,furnished,bachelors/family,owner
bangalore,carpet,1750,3,3,2.0,4.0,semi-furnished,bachelors/family,agent
bangalore,carpet,600,1,1,1.0,3.0,semi-furnished,bachelors,agent
bangalore,super,450,1,1,0.9,3.0,semi-furnished,bachelors/family,owner
bangalore,super,800,2,1,3.0,4.0,semi-furnished,bachelors/family,owner
